# Darktide Penance Export
# Mod Version: 2.4.9
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 5
# Account Level: 150
# Account True Level: 601
# Account Prestige: 37
#
# All Characters:
#   1. Bonk (Ogryn) - Level 30 (True: 103, Prestige: 6)
#   2. Dickot (Zealot) - Level 30 (True: 132, Prestige: 8)
#   3. JudgeSomething (Arbitrator) - Level 30 (True: 145, Prestige: 9)
#   4. Rudge (Veteran) - Level 30 (True: 45, Prestige: 2)
#   5. Montov (Psyker) - Level 30 (True: 176, Prestige: 12)
#
# Export Character: Rudge
# Export Archetype: Veteran
# Export Character Level: 30
# Export Character True Level: 45
# Export Additional Levels: +15
# Export Character Prestige: 2
#
# Export Date: 2026-01-26 16:12:01
# Export Timezone: -0500
# Total Penances: 1028
# Completed Penances: 884
# Completion Rate: 86.0%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail,Mastery_Level,Mastery_XP,Mastery_XP_Next_Level,Mastery_Progress_Percent
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0032,Doomseeker (1),Complete 5 Missions as a Zealot.,Completed,124,5,2480%,2023-11-02 00:00:50,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_class_zealot_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (2),Complete the following Penances as the Zealot.,Completed,3,3,100%,2025-11-25 12:16:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,rank_zealot_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0031,Maniacal Laughter (1),Reach Trust Level 5 as a Zealot.,Completed,30,5,600%,2023-10-13 12:36:30,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,rank_zealot_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0031,Maniacal Laughter (2),Reach Trust Level 10 as a Zealot.,Completed,30,10,300%,2023-10-15 12:53:28,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0032,Doomseeker (4),Complete 75 Missions as a Zealot.,Completed,124,75,165%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_5,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0032,Doomseeker (5),Complete 100 Missions as a Zealot.,Completed,124,100,124%,2025-11-19 12:50:39,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_easy_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_02,Prove Your Worth (1),Complete 1 Missions on Sedition Threat or higher.,Completed,124,1,12400%,2023-10-12 22:03:52,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_easy_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_02,Prove Your Worth (2),Complete 1 Missions on Uprising Threat or higher.,Completed,122,1,12200%,2023-10-13 12:35:34,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_easy_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_02,Prove Your Worth (3),Complete 1 Missions on Malice Threat or higher.,Completed,110,1,11000%,2023-10-14 12:40:13,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_easy_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_02,Prove Your Worth (4),Complete 1 Missions on Heresy Threat or higher.,Completed,80,1,8000%,2023-11-01 10:39:13,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_easy_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_02,Prove Your Worth (5),Complete 1 Missions on Damnation Threat or higher.,Completed,65,1,6500%,2023-11-03 12:17:48,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_medium_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_09,Fight the Good Fight (1),Complete 5 Missions on Sedition Threat or higher.,Completed,124,5,2480%,2023-10-14 11:58:28,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_medium_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_09,Fight the Good Fight (2),Complete 5 Missions on Uprising Threat or higher.,Completed,122,5,2440%,2023-10-17 10:32:33,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_medium_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_09,Fight the Good Fight (3),Complete 5 Missions on Malice Threat or higher.,Completed,110,5,2200%,2023-10-18 11:42:04,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_medium_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_09,Fight the Good Fight (4),Complete 5 Missions on Heresy Threat or higher.,Completed,80,5,1600%,2023-11-03 12:44:46,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_zealot_2_medium_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_09,Fight the Good Fight (5),Complete 5 Missions on Damnation Threat or higher.,Completed,65,5,1300%,2023-11-09 01:36:57,15,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_class_zealot_2_1_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement_12,Sainted Path (1),Complete the Following Penances as the Zealot.,Completed,5,5,100%,2025-10-15 11:47:01,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_class_zealot_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (1),Complete the following Penances as the Zealot.,Completed,2,2,100%,2025-11-25 12:16:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,rank_zealot_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0031,Maniacal Laughter (3),Reach Trust Level 15 as a Zealot.,Completed,30,15,200%,2023-10-17 22:14:48,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_mission_class_zealot_meta_numeric_achievement_completion_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement,Zealot Master of War,Complete 5 out of the following Penances.,Completed,45,5,900%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_mission_class_zealot_meta_numeric_achievement_completion_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement,Zealot Master of War,Complete 45 out of the following Penances.,Completed,45,45,100%,2025-11-25 12:16:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,zealot_2_not_use_ranged_attacks,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0038,Up Close and Personal,Complete a full Mission on Malice Threat or higher without firing a shot.,Completed,1,1,100%,2025-11-16 16:27:41,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_mission_class_zealot_meta_numeric_achievement_completion_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement,Zealot Master of War,Complete 35 out of the following Penances.,Completed,45,35,128%,2025-10-18 13:05:58,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,rank_zealot_2_6,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0031,Maniacal Laughter (6),Reach Trust Level 30 as a Zealot.,Completed,30,30,100%,2023-11-08 12:53:41,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_mission_class_zealot_meta_numeric_achievement_completion_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement,Zealot Master of War,Complete 15 out of the following Penances.,Completed,45,15,300%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_mission_class_zealot_meta_numeric_achievement_completion_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_zealot_achievement,Zealot Master of War,Complete 25 out of the following Penances.,Completed,45,25,180%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_1_mission_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0061,Raiding Party (2),Complete 25 Raid missions.,Completed,92,25,368%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_2_mission_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0062,"Seek, Locate, Destroy (2)",Complete 25 Assassination missions.,Completed,109,25,436%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_3_mission_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0063,No Stone Unturned (2),Complete 25 Investigation missions.,Completed,72,25,288%,2025-08-02 20:33:36,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_4_mission_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0064,Disruptive Behaviour (2),Complete 25 Disruption missions.,Completed,84,25,336%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_5_mission_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0065,Strike Force (2),Complete 25 Strike missions.,Completed,73,25,292%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_6_mission_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0066,Master of Intrigue (2),Complete 25 Espionage missions.,Completed,82,25,328%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_7_mission_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0067,Omnissiah's Hand (2),Complete 25 Repair missions.,Completed,76,25,304%,2025-07-29 01:43:59,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_missions,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0078,Mission Improbable,Complete the following Mission Penances.,Completed,7,7,100%,2025-08-02 20:33:36,50,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,hack_perfect,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0072,Flawless Interrogator,Complete a Data Interrogation without an incorrect auspex entry.,Completed,318,1,31800%,2022-12-16 00:50:36,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_difficulty_objectives_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0073,Inquisitorial Veteran,Complete each Mission type on Uprising Threat or higher.,Completed,7,7,100%,2023-01-04 02:24:45,5,loc_mission_type_04_name: 2/2; loc_mission_type_05_name: 2/2; loc_mission_type_06_name: 2/2; loc_mission_type_07_name: 2/2; loc_mission_type_01_name: 2/2; loc_mission_type_02_name: 2/2; loc_mission_type_03_name: 2/2,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_difficulty_objectives_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0073,Inquisitorial Legend,Complete each Mission type on Heresy Threat or higher.,Completed,7,7,100%,2023-10-27 23:51:27,5,loc_mission_type_04_name: 4/4; loc_mission_type_05_name: 4/4; loc_mission_type_06_name: 4/4; loc_mission_type_07_name: 4/4; loc_mission_type_01_name: 4/4; loc_mission_type_02_name: 4/4; loc_mission_type_03_name: 4/4,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_2_mission_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0062,"Seek, Locate, Destroy (3)",Complete 50 Assassination missions.,Completed,109,50,218%,2025-07-01 19:51:11,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_2_mission_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0062,"Seek, Locate, Destroy (4)",Complete 75 Assassination missions.,Completed,109,75,145%,2025-11-15 18:47:16,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_2_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0062,"Seek, Locate, Destroy (5)",Complete 100 Assassination missions.,Completed,109,100,109%,2025-12-08 12:58:05,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_3_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0063,No Stone Unturned (1),Complete 10 Investigation missions.,Completed,72,10,720%,2024-05-07 02:32:22,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_3_mission_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0063,No Stone Unturned (3),Complete 50 Investigation missions.,Completed,72,50,144%,2025-10-15 13:11:22,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_3_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0063,No Stone Unturned (5),Complete 100 Investigation missions.,In Progress,72,100,72%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_4_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0064,Disruptive Behaviour (1),Complete 10 Disruption missions.,Completed,84,10,840%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_4_mission_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0064,Disruptive Behaviour (3),Complete 50 Disruption missions.,Completed,84,50,168%,2025-08-16 21:58:52,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_4_mission_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0064,Disruptive Behaviour (4),Complete 75 Disruption missions.,Completed,84,75,112%,2025-12-21 17:01:37,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_5_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0065,Strike Force (1),Complete 10 Strike missions.,Completed,73,10,730%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_5_mission_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0065,Strike Force (3),Complete 50 Strike missions.,Completed,73,50,146%,2025-10-18 18:17:24,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_5_mission_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0065,Strike Force (4),Complete 75 Strike missions.,In Progress,73,75,97%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_6_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0066,Master of Intrigue (1),Complete 10 Espionage missions.,Completed,82,10,819%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_6_mission_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0066,Master of Intrigue (3),Complete 50 Espionage missions.,Completed,82,50,164%,2025-07-26 02:42:13,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_6_mission_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0066,Master of Intrigue (4),Complete 75 Espionage missions.,Completed,82,75,109%,2025-12-14 21:01:05,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_6_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0066,Master of Intrigue (5),Complete 100 Espionage missions.,In Progress,82,100,82%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_7_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0067,Omnissiah's Hand (1),Complete 10 Repair missions.,Completed,76,10,760%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_7_mission_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0067,Omnissiah's Hand (3),Complete 50 Repair missions.,Completed,76,50,152%,2025-11-20 13:37:31,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_7_mission_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0067,Omnissiah's Hand (4),Complete 75 Repair missions.,Completed,76,75,101%,2026-01-16 21:21:21,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_7_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0067,Omnissiah's Hand (5),Complete 100 Repair missions.,In Progress,76,100,76%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 25 Missions.,Completed,637,25,2548%,2023-11-02 00:33:20,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 50 Missions.,Completed,637,50,1274%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 150 Missions.,Completed,637,150,424%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 250 Missions.,Completed,637,250,254%,2025-06-27 02:12:35,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 500 Missions.,Completed,637,500,127%,2025-12-01 15:37:34,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_6,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 750 Missions.,In Progress,637,750,84%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_7,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 1000 Missions.,In Progress,637,1000,63%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scan_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (1),Scan 10 Auspex targets.,Completed,425,10,4250%,2023-10-14 00:06:26,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scan_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (2),Scan 25 Auspex targets.,Completed,425,25,1700%,2023-10-27 23:51:27,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scan_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (3),Scan 50 Auspex targets.,Completed,425,50,850%,2023-11-08 12:52:59,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scan_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (4),Scan 100 Auspex targets.,Completed,425,100,425%,2023-11-30 01:42:24,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scan_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (5),Scan 200 Auspex targets.,Completed,425,200,212%,2025-01-10 23:13:10,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,hack_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,Interrogator (1),Complete 10 successful data-interrogations.,Completed,522,10,5220%,2023-10-13 01:22:02,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,hack_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,Interrogator (2),Complete 25 successful data-interrogations.,Completed,522,25,2088%,2023-10-21 00:47:32,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,hack_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,Interrogator (3),Complete 50 successful data-interrogations.,Completed,522,50,1044%,2023-11-01 02:17:17,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,hack_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,The Machine Whisperer,Complete 200 successful data-interrogations.,Completed,522,200,261%,2025-07-26 02:17:48,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chests_opened_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 250 chests. Chests opened by allies also count.,Completed,11332,250,4532%,2024-05-24 02:07:20,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chests_opened_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 500 chests. Chests opened by allies also count.,Completed,11332,500,2266%,2024-05-26 03:25:05,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chests_opened_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 1000 chests. Chests opened by allies also count.,Completed,11332,1000,1133%,2025-01-12 00:06:32,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_circumstace_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (1),Complete 1 Special Condition Missions.,Completed,409,1,40900%,2022-12-05 00:37:26,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_circumstace_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (3),Complete 50 Special Condition Missions.,Completed,409,50,818%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_circumstace_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (4),Complete 100 Special Condition Missions.,Completed,409,100,409%,2024-05-07 02:32:22,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_difficulty_objectives_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0073,Inquisitorial Recruit,Complete each Mission type on Sedition Threat or higher.,Completed,7,7,100%,2023-01-04 02:24:45,5,loc_mission_type_04_name: 1/1; loc_mission_type_05_name: 1/1; loc_mission_type_06_name: 1/1; loc_mission_type_07_name: 1/1; loc_mission_type_01_name: 1/1; loc_mission_type_02_name: 1/1; loc_mission_type_03_name: 1/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_difficulty_objectives_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0073,The Legend Grows,Complete each mission type on Damnation Threat or higher.,Completed,7,7,100%,2023-11-26 22:51:32,5,loc_mission_type_04_name: 5/5; loc_mission_type_05_name: 5/5; loc_mission_type_06_name: 5/5; loc_mission_type_07_name: 5/5; loc_mission_type_01_name: 5/5; loc_mission_type_02_name: 5/5; loc_mission_type_03_name: 5/5,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_maelstrom_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0015,Maelstrom Survivor (1),Complete 10 Maelstrom missions.,Completed,63,10,630%,2025-08-05 21:50:56,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_maelstrom_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0015,Maelstrom Survivor (2),Complete 25 Maelstrom missions.,Completed,63,25,252%,2025-09-13 01:30:12,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_maelstrom_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0015,Maelstrom Survivor (3),Complete 50 Maelstrom missions.,Completed,63,50,126%,2026-01-01 22:29:26,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_tox_gas_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0037,Hold Your Breath! (1),Complete 1 missions with the Pox Gas condition.,Completed,15,1,1500%,2025-07-26 01:39:05,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_tox_gas_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0037,Hold Your Breath! (2),Complete 10 missions with the Pox Gas condition.,Completed,15,10,150%,2026-01-06 21:38:50,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_tox_gas_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0037,Hold Your Breath! (3),Complete 50 missions with the Pox Gas condition.,In Progress,15,50,30%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_ventilation_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0036,Cool Down (1),Complete 1 missions with the Ventilation Purge condition.,Completed,18,1,1800%,2024-05-25 00:09:28,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_ventilation_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0036,Cool Down (2),Complete 10 missions with the Ventilation Purge condition.,Completed,18,10,180%,2025-10-03 13:19:07,5,,,,,
