# Darktide Penance Export
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 6
# Account Level: 180
# Account True Level: 837
#
# All Characters:
#   1. Dickot (Zealot) - Level 30 (True: 157, +127)
#   2. Zek (Hive Scum) - Level 30 (True: 113, +83)
#   3. Bonk (Ogryn) - Level 30 (True: 145, +115)
#   4. JudgeSomething (Arbitrator) - Level 30 (True: 121, +91)
#   5. Rudge (Veteran) - Level 30 (True: 164, +134)
#   6. Montov (Psyker) - Level 30 (True: 137, +107)
#
# Export Character: Dickot
# Export Archetype: Zealot
# Export Character Level: 30
# Export Character True Level: 157
# Export Additional Levels: +127
# Export Prestige: 10
#
# Export Date: 2026-01-18 10:39:38
# Total Penances: 1028
# Completed Penances: 1000
# Completion Rate: 97.3%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 50 Missions.,Completed,946,50,1892%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 150 Missions.,Completed,946,150,630%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 250 Missions.,Completed,946,250,378%,2024-07-25 02:27:20,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 500 Missions.,Completed,946,500,189%,2025-08-03 22:16:06,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_6,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 750 Missions.,Completed,946,750,126%,2025-12-04 01:09:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_7,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0068,Atoman Auxilia,Complete 1000 Missions.,In Progress,946,1000,94%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scan_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (1),Scan 10 Auspex targets.,Completed,340,10,3400%,2023-10-11 17:38:55,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scan_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (2),Scan 25 Auspex targets.,Completed,340,25,1360%,2023-10-29 05:08:12,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scan_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (3),Scan 50 Auspex targets.,Completed,340,50,680%,2023-11-30 01:42:24,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scan_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (4),Scan 100 Auspex targets.,Completed,340,100,340%,2023-12-09 16:04:20,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scan_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0069,Auspex Drill (5),Scan 200 Auspex targets.,Completed,340,200,170%,2025-07-08 01:51:47,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,hack_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,Interrogator (1),Complete 10 successful data-interrogations.,Completed,504,10,5040%,2022-12-11 04:08:05,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,hack_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,Interrogator (2),Complete 25 successful data-interrogations.,Completed,504,25,2016%,2023-10-29 22:17:39,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,hack_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,Interrogator (3),Complete 50 successful data-interrogations.,Completed,504,50,1008%,2023-11-17 03:11:46,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,hack_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,The Machine Whisperer,Complete 200 successful data-interrogations.,Completed,504,200,252%,2025-06-29 21:39:57,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chests_opened_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 250 chests. Chests opened by allies also count.,Completed,18709,250,7483%,2024-05-19 21:22:25,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chests_opened_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 500 chests. Chests opened by allies also count.,Completed,18709,500,3741%,2024-05-25 00:44:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chests_opened_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 1000 chests. Chests opened by allies also count.,Completed,18709,1000,1870%,2024-07-25 00:16:19,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_circumstace_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (1),Complete 1 Special Condition Missions.,Completed,600,1,60000%,2022-12-05 00:37:26,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_circumstace_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (3),Complete 50 Special Condition Missions.,Completed,600,50,1200%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_circumstace_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (4),Complete 100 Special Condition Missions.,Completed,600,100,600%,2024-05-24 22:27:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_difficulty_objectives_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0073,Inquisitorial Exemplar,Complete each Mission type on Malice Threat or higher.,Completed,7,7,100%,2023-02-23 02:41:44,5,loc_mission_type_03_name: 3/3; loc_mission_type_04_name: 3/3; loc_mission_type_05_name: 3/3; loc_mission_type_06_name: 3/3; loc_mission_type_07_name: 3/3; loc_mission_type_01_name: 3/3; loc_mission_type_02_name: 3/3
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_difficulty_objectives_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0073,The Legend Grows,Complete each mission type on Damnation Threat or higher.,Completed,7,7,100%,2023-12-12 17:29:31,5,loc_mission_type_03_name: 5/5; loc_mission_type_04_name: 5/5; loc_mission_type_05_name: 5/5; loc_mission_type_06_name: 5/5; loc_mission_type_07_name: 5/5; loc_mission_type_01_name: 5/5; loc_mission_type_02_name: 5/5
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_maelstrom_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0015,Maelstrom Survivor (1),Complete 10 Maelstrom missions.,Completed,75,10,750%,2025-07-12 15:19:09,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_maelstrom_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0015,Maelstrom Survivor (2),Complete 25 Maelstrom missions.,Completed,75,25,300%,2025-08-23 18:36:03,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_maelstrom_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0015,Maelstrom Survivor (3),Complete 50 Maelstrom missions.,Completed,75,50,150%,2025-11-25 23:18:54,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_tox_gas_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0037,Hold Your Breath! (1),Complete 1 missions with the Pox Gas condition.,Completed,19,1,1900%,2025-07-18 02:39:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_tox_gas_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0037,Hold Your Breath! (2),Complete 10 missions with the Pox Gas condition.,Completed,19,10,190%,2025-11-19 02:36:13,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_tox_gas_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0037,Hold Your Breath! (3),Complete 50 missions with the Pox Gas condition.,In Progress,19,50,38%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_ventilation_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0036,Cool Down (1),Complete 1 missions with the Ventilation Purge condition.,Completed,27,1,2700%,2024-05-25 00:09:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_ventilation_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0036,Cool Down (2),Complete 10 missions with the Ventilation Purge condition.,Completed,27,10,270%,2025-09-30 14:01:11,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_ventilation_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0036,Cool Down (3),Complete 50 missions with the Ventilation Purge condition.,In Progress,27,50,54%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_darkness_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0035,Lights Out (1),Complete 1 missions with the Power Supply Interruption condition.,Completed,30,1,3000%,2025-07-04 02:13:11,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_darkness_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0035,Lights Out (2),Complete 10 missions with the Power Supply Interruption condition.,Completed,30,10,300%,2025-09-13 14:56:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_darkness_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0035,Lights Out (3),Complete 50 missions with the Power Supply Interruption condition.,In Progress,30,50,60%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scripture_recovered_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 60 Scriptures from missions.,Completed,89,60,148%,2026-01-12 12:24:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scripture_recovered_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 100 Scriptures from missions.,In Progress,89,100,89%,,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,grimoire_recovered_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (1),Collect and retrieve 1 Grimoires.,Completed,31,1,3100%,2024-05-19 18:51:52,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,grimoire_recovered_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (5),Collect and retrieve 75 Grimoires.,In Progress,31,75,41%,,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,type_5_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0065,Strike Force (5),Complete 100 Strike missions.,In Progress,93,100,93%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,type_4_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0064,Disruptive Behaviour (5),Complete 100 Disruption missions.,Completed,127,100,127%,2025-10-28 22:55:23,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,type_3_mission_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0063,No Stone Unturned (4),Complete 75 Investigation missions.,Completed,105,75,140%,2025-11-25 16:54:40,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,type_2_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0062,"Seek, Locate, Destroy (1)",Complete 10 Assassination missions.,Completed,161,10,1610%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,type_1_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0061,Raiding Party (5),Complete 100 Raid missions.,Completed,119,100,119%,2025-11-16 21:49:46,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,type_1_mission_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0061,Raiding Party (3),Complete 50 Raid missions.,Completed,119,50,238%,2024-07-25 01:54:44,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,type_1_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0061,Raiding Party (1),Complete 10 Raid missions.,Completed,119,10,1190%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,hack_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,Interrogator (4),Complete 100 successful data-interrogations.,Completed,504,100,504%,2023-12-12 19:48:05,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chests_opened_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 100 chests. Chests opened by allies also count.,Completed,18709,100,18709%,2024-05-19 01:46:09,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chests_opened_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 2500 chests. Chests opened by allies also count.,Completed,18709,2500,748%,2025-07-01 19:23:35,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_circumstace_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (2),Complete 25 Special Condition Missions.,Completed,600,25,2400%,2023-11-26 16:34:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_circumstace_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (5),Complete 250 Special Condition Missions.,Completed,600,250,240%,2025-07-19 23:28:37,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_difficulty_objectives_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0073,Inquisitorial Recruit,Complete each Mission type on Sedition Threat or higher.,Completed,7,7,100%,2023-01-05 02:07:54,5,loc_mission_type_03_name: 1/1; loc_mission_type_04_name: 1/1; loc_mission_type_05_name: 1/1; loc_mission_type_06_name: 1/1; loc_mission_type_07_name: 1/1; loc_mission_type_01_name: 1/1; loc_mission_type_02_name: 1/1
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,grimoire_recovered_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (2),Collect and retrieve 10 Grimoires.,Completed,31,10,310%,2025-03-30 00:28:15,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,grimoire_recovered_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (3),Collect and retrieve 25 Grimoires.,Completed,31,25,124%,2025-11-22 22:44:39,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,grimoire_recovered_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (4),Collect and retrieve 45 Grimoires.,In Progress,31,45,68%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scripture_recovered_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 1 Scriptures from missions.,Completed,89,1,8900%,2024-05-07 00:35:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scripture_recovered_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 10 Scriptures from missions.,Completed,89,10,890%,2025-07-11 14:32:35,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,scripture_recovered_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 30 Scriptures from missions.,Completed,89,30,296%,2025-10-23 22:29:56,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_cartel_mission_5,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0017,Vigil Station Oblivium (5),Complete Vigil Station Oblivium on Damnation Threat.,Completed,1,1,100%,2025-07-18 00:00:22,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_enforcer_mission_5,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0019,Magistrati Oubliette TM8-707 (5),Complete Magistrati Oubliette TM8-707 on Damnation Threat.,Completed,1,1,100%,2025-06-29 02:04:10,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_stockpile_mission_4,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0015,Silo Cluster 18-66/a (4),Complete Silo Cluster 18-66/a on Heresy Threat.,Completed,1,1,100%,2025-03-24 22:50:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_cartel_mission_4,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0017,Vigil Station Oblivium (4),Complete Vigil Station Oblivium on Heresy Threat.,Completed,1,1,100%,2024-05-26 15:32:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_enforcer_mission_4,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0019,Magistrati Oubliette TM8-707 (4),Complete Magistrati Oubliette TM8-707 on Heresy Threat.,Completed,1,1,100%,2024-05-19 20:09:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_stockpile_mission_3,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0015,Silo Cluster 18-66/a (3),Complete Silo Cluster 18-66/a on Malice Threat.,Completed,1,1,100%,2025-03-24 22:50:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_cartel_mission_3,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0017,Vigil Station Oblivium (3),Complete Vigil Station Oblivium on Malice Threat.,Completed,1,1,100%,2024-05-26 15:32:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_enforcer_mission_3,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0019,Magistrati Oubliette TM8-707 (3),Complete Magistrati Oubliette TM8-707 on Malice Threat.,Completed,1,1,100%,2024-05-07 00:35:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_stockpile_mission_2,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0015,Silo Cluster 18-66/a (2),Complete Silo Cluster 18-66/a on Uprising Threat.,Completed,1,1,100%,2025-03-24 22:50:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_cartel_mission_2,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0017,Vigil Station Oblivium (2),Complete Vigil Station Oblivium on Uprising Threat.,Completed,1,1,100%,2024-05-26 15:32:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_enforcer_mission_2,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0019,Magistrati Oubliette TM8-707 (2),Complete Magistrati Oubliette TM8-707 on Uprising Threat.,Completed,1,1,100%,2024-05-07 00:35:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_stockpile_mission_1,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0015,Silo Cluster 18-66/a (1),Complete Silo Cluster 18-66/a on Sedition Threat.,Completed,1,1,100%,2025-03-24 22:50:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_cartel_mission_1,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0017,Vigil Station Oblivium (1),Complete Vigil Station Oblivium on Sedition Threat.,Completed,1,1,100%,2024-05-26 15:32:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_enforcer_mission_1,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0019,Magistrati Oubliette TM8-707 (1),Complete Magistrati Oubliette TM8-707 on Sedition Threat.,Completed,1,1,100%,2024-05-07 00:35:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_stockpile_mission_5,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0015,Silo Cluster 18-66/a (5),Complete Silo Cluster 18-66/a on Damnation Threat.,Completed,1,1,100%,2025-07-13 20:15:28,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_enforcer_mission_2_auric,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0020,Magistrati Oubliette TM8-707 (2) [AURIC],Complete Magistrati Oubliette TM8-707 on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-09-19 11:46:25,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_stockpile_mission_1_auric,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0016,Silo Cluster 18-66/a (1) [AURIC],Complete Silo Cluster 18-66/a on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-09-19 01:51:30,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_stockpile_mission_2_auric,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0016,Silo Cluster 18-66/a (2) [AURIC],Complete Silo Cluster 18-66/a on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-09-19 01:51:30,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_cartel_mission_1_auric,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0018,Vigil Station Oblivium (1) [AURIC],Complete Vigil Station Oblivium on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-07-19 17:23:16,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_cartel_mission_2_auric,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0018,Vigil Station Oblivium (2) [AURIC],Complete Vigil Station Oblivium on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-07-19 17:23:16,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_enforcer_mission_1_auric,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0020,Magistrati Oubliette TM8-707 (1) [AURIC],Complete Magistrati Oubliette TM8-707 on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-09-19 11:46:25,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_killed_by_barrels_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 100 enemies by blowing up explosive barrels.,Completed,5347,100,5347%,2024-07-18 12:33:26,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_killed_by_barrels_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 250 enemies by blowing up explosive barrels.,Completed,5347,250,2138%,2025-06-24 13:03:58,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_killed_by_barrels_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 500 enemies by blowing up explosive barrels.,Completed,5347,500,1069%,2025-07-05 23:00:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_flamer_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (1),Kill 50 Dreg or Scab Flamers,Completed,4022,50,8044%,2025-03-29 23:48:14,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_flamer_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (2),Kill 100 Dreg or Scab Flamers,Completed,4022,100,4022%,2025-04-13 02:25:42,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_flamer_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (3),Kill 150 Dreg or Scab Flamers,Completed,4022,150,2681%,2025-06-27 02:12:35,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_flamer_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (4),Kill 200 Dreg or Scab Flamers,Completed,4022,200,2011%,2025-06-30 22:11:49,5,
